url,naziv,cijena,lokacija,lat,lng,Kvadrata,Broj soba,Adresa,Godina izgradnje,Primarna orjentacija
https://www.olx.ba/artikal/31210805/luxuri-partneri-iznajmljuje-stan-sa-garazom-stup/,[IZDAVANJE] Luxuri & Partneri iznajmljuje : Stan sa garazom -Stup,900 KM 800 KM,Ilidža,43.834254,18.308279,90,Trosoban (3),Stup,,
https://www.olx.ba/artikal/22201780/iznajmljuje-se-stan-na-ilidzi-turisticki/,[IZDAVANJE] Iznajmljuje se - Stan na Ilidzi (turisticki),PO DOGOVORU,Ilidža,43.831406,18.300211,60,Dvosoban (2),Ilidza,,
https://www.olx.ba/artikal/29625101/luxuri-partneri-iznajmljuje-stan-na-ilidzi/,[IZDAVANJE] Luxuri & Partneri iznajmljuje : Stan na Ilidzi,350 KM,Ilidža,43.831406,18.300211,90,Trosoban (3),Ilidza,,Zapad
https://www.olx.ba/artikal/13265886/luxuri-partneri-iznajmljuje-stan-top-lokacija/,[IZDAVANJE] Luxuri & Partneri iznajmljuje : Stan -TOP LOKACIJA,1.200 KM,Sarajevo - Centar,43.856259,18.413076,90,Trosoban (3),Stari Grad,,
https://www.olx.ba/artikal/21862215/luxuri-partneri-iznajmljuje-stan-na-ilidzi/,[IZDAVANJE] Luxuri & Partneri iznajmljuje : Stan na Ilidzi,700 KM 650 KM,Ilidža,43.82992,18.298323,68,Trosoban (3),Luzani,,
https://www.olx.ba/artikal/30910765/luxuri-partneri-iznajmljuje-stan-na-ilidzi/,[IZDAVANJE] Luxuri & Partneri iznajmljuje : Stan na Ilidzi,650 KM,Ilidža,43.831406,18.300211,80,Trosoban (3),Ilidza,,
https://www.olx.ba/artikal/30882698/stan-na-grbavici-kovacici/,[IZDAVANJE] Stan na Grbavici - Kovacici,1.100 KM 999 KM,Novo Sarajevo,43.85406,18.392567,80,Trosoban (3),Zagrebačka,,
https://www.olx.ba/artikal/30702375/luxuri-partneri-iznajmljuje-stan-na-kosevu/,[IZDAVANJE] Luxuri & Partneri iznajmljuje : Stan na Koševu,PO DOGOVORU,Sarajevo - Centar,43.856259,18.413076,84,Trosoban (3),Bolnička,,
https://www.olx.ba/artikal/25993851/luxuri-partneri-iznajmljuje-stan-na-marijin-dvoru/,[IZDAVANJE] Luxuri &Partneri iznajmljuje : Stan na Marijin Dvoru,800 KM,Sarajevo - Centar,43.854649,18.406038,75,Trosoban (3),Marijin Dvor,,
https://www.olx.ba/artikal/30616572/luxuri-partneri-iznajmljuje-stan-u-kasindolskoj/,[IZDAVANJE] Luxuri & Partneri iznajmljuje : Stan u Kasindolskoj,400 KM,Ilidža,43.831406,18.300211,95,Četverosoban (4),Kasindolska,,
https://www.olx.ba/artikal/30616197/luxuri-partneri-iznajmljuje-stan-na-vojnickom/,[IZDAVANJE] Luxuri &Partneri iznajmljuje : Stan na Vojnickom,400 KM,"Sarajevo, Novi Grad",43.848243,18.346676,78,Trosoban (3),Vojnicko Polje,,
https://www.olx.ba/artikal/28331035/luxuri-partneri-iznajmljuje-stan-na-ilidzi/,[IZDAVANJE] Luxuri & Partneri iznajmljuje : Stan na Ilidzi,600 KM,Ilidža,43.831406,18.300211,60,Dvosoban (2),Ilidza,,
https://www.olx.ba/artikal/30378448/luxuri-partneri-iznajmljuje-stan-u-centru/,[IZDAVANJE] Luxuri & Partneri iznajmljuje : Stan u Centru,649 KM,Sarajevo - Centar,43.856259,18.413076,64,Trosoban (3),Alipašina,,
https://www.olx.ba/artikal/27540416/luxuri-partneri-iznajmljuje-stan-na-cengic-vili/,[IZDAVANJE] Luxuri & Partneri iznajmljuje : Stan na Čengić Vili,999 KM,Novo Sarajevo,43.85864,18.389306,95,Trosoban (3),Fetaha Bećirbegovića,,
https://www.olx.ba/artikal/22779992/luxuri-partneri-iznajmljuje-stan-na-marijin-dvoru/,[IZDAVANJE] Luxuri &Partneri iznajmljuje : Stan na Marijin Dvoru,850 KM 750 KM,Sarajevo - Centar,43.854649,18.406038,75,Trosoban (3),Marijin Dvor,,
https://www.olx.ba/artikal/22574307/luxuri-partneri-iznajmljuje-opremljen-stan-sip/,[IZDAVANJE] Luxuri & Partneri iznajmljuje-Opremljen stan (Sip),700 KM,Sarajevo - Centar,43.862819,18.423376,74,Trosoban (3),Šip,,
https://www.olx.ba/artikal/22229056/luxuri-partneri-iznajmljuje-stan-na-marijin-dvoru/,[IZDAVANJE] Luxuri &Partneri iznajmljuje: stan na Marijin Dvoru,950 KM,Sarajevo - Centar,43.856011,18.409128,60,Dvosoban (2),Marijin Dvor,,
https://www.olx.ba/artikal/29752029/luxuri-partneri-iznajmljuje-stan-na-ilidzi/,[IZDAVANJE] Luxuri & Partneri iznajmljuje : Stan na Ilidzi,499 KM,Ilidža,43.831406,18.300211,70,Trosoban (3),Luzani,,
https://www.olx.ba/artikal/30180544/luxuri-partneri-iznajmljuje-stan-na-otoci/,[IZDAVANJE] Luxuri & Partneri iznajmljuje : Stan na Otoci,350 KM,Novo Sarajevo,43.849851,18.365616,37,Jednosoban (1),Dzemala Bijedica,,
https://www.olx.ba/artikal/23330132/luxuri-partneri-iznajmljuje-stan-na-grbavici/,[IZDAVANJE] Luxuri & Partneri iznajmljuje : Stan na Grbavici,650 KM,Novo Sarajevo,43.850284,18.392919,70,Dvosoban (2),Zagrebacka,,
https://www.olx.ba/artikal/31322497/prostor-izdaje-dvosoban-stan-bistrik-stari-grad/,"[IZDAVANJE] PROSTOR izdaje: Dvosoban stan, Bistrik, Stari Grad",450 KM,Stari Grad,43.855267,18.429901,38,Dvosoban (2),Bistrik,1950-1959,
https://www.olx.ba/artikal/31171306/stan-dvosoban-renoviran-centar/,[IZDAVANJE] Stan dvosoban renoviran Centar,600 KM,Sarajevo - Centar,43.858053,18.402551,60,Dvosoban (2),Franca Lehara,1960-1969,Jugoistok
https://www.olx.ba/artikal/31170099/stan-65-m2-breka-400-km/,[IZDAVANJE] Stan 65 m2 Breka 400 KM,400 KM,Sarajevo - Centar,43.871281,18.420973,65,Trosoban (3),1980-1989,,Jugoistok
https://www.olx.ba/artikal/31139763/stan-dvosoban-grbavica-350-km/,[IZDAVANJE] Stan dvosoban Grbavica 350 KM,350 KM,Novo Sarajevo,43.848164,18.386988,56,Dvosoban (2),Topal Osman Paše,1970-1979,Sjeveroistok
https://www.olx.ba/artikal/31139578/dvosoban-stan-skenderija-450-km/,[IZDAVANJE] Dvosoban stan Skenderija 450 KM,450 KM,Sarajevo - Centar,43.856104,18.423033,56,Dvosoban (2),Skenderija,1950-1959,Sjeveroistok
https://www.olx.ba/artikal/30012559/prostor-izdaje-dvosoban-stan-u-novogradnji-buca-potok/,"[IZDAVANJE] PROSTOR izdaje: Dvosoban stan u novogradnji, Buća Potok",550 KM,"Sarajevo, Novi Grad",43.853964,18.362656,53,Dvosoban (2),Nusreta Prohića,2010+,
https://www.olx.ba/artikal/30673466/jednosoban-stan-42m2-pionirska-dolina/,"[IZDAVANJE] Jednosoban stan 42m2, Pionirska dolina.",220 KM,Sarajevo - Centar,43.882425,18.413935,42,Jednosoban (1),Nahorevska,,
https://www.olx.ba/artikal/31065042/prostor-izdaje-namjesten-trosoban-stan-95m2-bjelave/,"[IZDAVANJE] PROSTOR izdaje: Namješten trosoban stan, 95m2, Bjelave",700 KM,Sarajevo - Centar,43.866037,18.419567,95,Trosoban (3),Mehmeda Šakira Kurtčehajića,2010+,
https://www.olx.ba/artikal/30810029/prostor-izdaje-dvosoban-stan-57m2-kosevsko-brdo/,"[IZDAVANJE] PROSTOR izdaje: Dvosoban stan, 57m2, Koševsko brdo",450 KM,Sarajevo - Centar,43.865309,18.406671,57,Dvosoban (2),Antuna Hangija,1970-1979,
https://www.olx.ba/artikal/22293192/stan-na-dan-i-mjesec/,[IZDAVANJE] Stan na dan i mjesec,35 KM,Novo Sarajevo,43.845486,18.347557,50,Dvosoban (2),Ive Andrica,1980-1989,
https://www.olx.ba/artikal/31320757/stan-na-odredjeno-alipasino-polje/,"[IZDAVANJE] Stan na određeno, Alipašino Polje",250 KM,"Sarajevo, Novi Grad",43.845512,18.345015,60,Dvosoban (2),Trg Međunarodnog prijateljstva 8,,
https://www.olx.ba/artikal/29652951/stan-izdavanje-centar-50-m2/,[IZDAVANJE] STAN IZDAVANJE CENTAR 50 m2,450 KM,Novo Sarajevo,43.849588,18.398382,40,Jednosoban (1),Jadranska,,
https://www.olx.ba/artikal/24203855/sigenx-izdaje-trosoban-stan-marijin-dvor/,[IZDAVANJE] SIGENX izdaje: Trosoban stan - Marijin dvor,800 KM,Sarajevo - Centar,43.85598,18.408184,82,Trosoban (3),Zagrebačka,,Sjeverozapad
https://www.olx.ba/artikal/31030620/stan-tibra-2-ul-laticka-50-m2-425-km/,"[IZDAVANJE] Stan Tibra 2,ul.Latička 50 m2-425 KM",425 KM,Ilidža,43.831406,18.300211,50,Dvosoban (2),Latička 1/a II,,
https://www.olx.ba/artikal/29361419/dvosoban-stan-na-kosevskom-brdu/,[IZDAVANJE] Dvosoban stan na Koševskom brdu,400 KM,Sarajevo - Centar,43.869216,18.405459,56,Dvosoban (2),Nusreta Šišića Dede,,
https://www.olx.ba/artikal/30820873/namjesten-dvosoban-stan-bjelave/,[IZDAVANJE] Namješten dvosoban stan-Bjelave,350 KM,Sarajevo - Centar,43.86449,18.419127,50,Dvosoban (2),Bjelave,1960-1969,Ostalo
https://www.olx.ba/artikal/30906753/dobro-namjesten-komforan-stan-47m2-d-malta/,[IZDAVANJE] Dobro namješten komforan stan (47m2)-D.Malta,500 KM,Novo Sarajevo,43.854896,18.383062,47,Jednosoban (1),Paromlinska,1990-1999,Ostalo
https://www.olx.ba/artikal/30967663/stan-na-bascarsiji-potpuno-renoviran-i-opremljen/,[IZDAVANJE] Stan na Baščaršiji - potpuno renoviran i opremljen,600 KM,Stari Grad,43.86158,18.431575,50,Dvosoban (2),Safvet Bega Bašagića 21/II,,
https://www.olx.ba/artikal/31317282/stan-sarajevo-stari-grad/,[IZDAVANJE] Stan Sarajevo-Stari Grad,220 KM,Stari Grad,,,40,Dvosoban (2),Velika Berkuša 23,,
https://www.olx.ba/artikal/31316817/izdajem-namjesten-stan-novi-grad-nedzarici-300-km/,[IZDAVANJE] Izdajem namješten stan Novi Grad - Nedžarići 300 KM,300 KM,"Sarajevo, Novi Grad",43.834763,18.333621,40,Jednoiposoban (1.5),,,
https://www.olx.ba/artikal/30784675/stan-kod-katedrale/,[IZDAVANJE] Stan kod katedrale,400 KM,Stari Grad,43.859801,18.424859,30,Jednosoban (1),pehlivanuša,,
https://www.olx.ba/artikal/31315183/izdajem-stan-sarajevo/,[IZDAVANJE] Izdajem stan Sarajevo,450 KM,"Sarajevo, Novi Grad",43.849218,18.37527,65,Trosoban (3),Bulevar Mese Selimovic 67,1980-1989,
https://www.olx.ba/artikal/31314787/izdajem-namjesten-stan-studentima/,[IZDAVANJE] Izdajem namješten stan studentima,PO DOGOVORU,Ilidža,43.832025,18.301198,38,Jednosoban (1),Bosanskih gazija 37,,
https://www.olx.ba/artikal/31314301/izdajem-stan-na-dobrinji-79kvadrata/,[IZDAVANJE] Izdajem stan na Dobrinji 79kvadrata,400 KM,"Sarajevo, Novi Grad",43.825645,18.345161,79,Trosoban (3),Nadezde Petrovic 2,,
https://www.olx.ba/artikal/31314175/jednosoban-stan/,[IZDAVANJE] Jednosoban stan,400 KM,Novo Sarajevo,43.852134,18.403157,43,Jednosoban (1),Grbavička 1,,
https://www.olx.ba/artikal/31255100/stan-sarajevo-novi-grad/,[IZDAVANJE] Stan Sarajevo-Novi Grad,300 KM,"Sarajevo, Novi Grad",0.005446,0.003449,60,Dvosoban (2),nn,1990-1999,
https://www.olx.ba/artikal/31314031/stan-ilidza-luzani-ul-krste-hegedusica-750-km/,"[IZDAVANJE] Stan Ilidža,Lužani,ul.Krste Hegedušića-750 KM",750 KM,Ilidža,43.826055,18.30133,94,Četverosoban (4),Lužani,,
https://www.olx.ba/artikal/31313950/stan-otoka-tibra-58m2-sa-garazom-600km/,"[IZDAVANJE] Stan,Otoka,Tibra,58m2,sa garažom-600KM",600 KM,"Sarajevo, Novi Grad",43.850641,18.361795,58,Trosoban (3),Džemala Bijedića 129,,
https://www.olx.ba/artikal/31311853/stan-sarajevo-centar-cobanija/,[IZDAVANJE] Stan Sarajevo - Centar Čobanija,300 KM,Sarajevo - Centar,43.85598,18.419425,20,Garsonjera,Obala maka dizdara br.7,,
https://www.olx.ba/artikal/31311737/trosoban-stan-sarajevo-vrtovi-sunca/,[IZDAVANJE] Trosoban stan Sarajevo - Vrtovi sunca,600 KM,Sarajevo - Centar,43.877468,18.416191,65,Trosoban (3),Karić Midhat Mitke br10,2000-2009,
https://www.olx.ba/artikal/29526377/stan-centar-bbi/,[IZDAVANJE] Stan centar ( BBI),PO DOGOVORU,Sarajevo - Centar,43.896586,18.418562,55,Dvosoban (2),,,
https://www.olx.ba/artikal/30983786/stan-za-studente-sarajevo/,[IZDAVANJE] Stan za studente Sarajevo,100 KM,Stari Grad,43.863271,18.44023,0,Četverosoban (4),,,
https://www.olx.ba/artikal/30481235/dvosoban-stan-za-najam-na-socijalnom-kod-mercatora/,[IZDAVANJE] Dvosoban stan za najam na Socijalnom kod Mercatora,PO DOGOVORU,Novo Sarajevo,43.856087,18.383705,65,Dvosoban (2),Marka Marulića,,
https://www.olx.ba/artikal/31304146/stan-na-dan-iliza-71-m2-daily-rent-apartment-ilidza/,,60 KM,,,,,,,,
https://www.olx.ba/artikal/31308228/jednosoban-stan-donji-velesici/,[IZDAVANJE] Jednosoban stan - Donji Velesici,300 KM,Novo Sarajevo,43.868328,18.401883,33,Jednosoban (1),Muhameda ef. Pandze,1980-1989,
https://www.olx.ba/artikal/31306399/namjesten-dvosoban-stan-u-grand-centru-ilidza/,"[IZDAVANJE] Namješten dvosoban stan u Grand centru, Ilidža",500 KM,Ilidža,43.831406,18.300211,47,Dvosoban (2),"Butmirska cesta Ilidža, 71210, Sarajevski Kanton, Federacija BiH, Bosna i Hercegovina",2010+,
https://www.olx.ba/artikal/31305590/izdajem-stan-3om2-kosevsko-brdo-centar/,[IZDAVANJE] IZDAJEM STAN 3Om2 KOSEVSKO BRDO - CENTAR,300 KM,Sarajevo - Centar,43.872418,18.403817,30,Jednosoban (1),JUKICEVA,,Zapad
https://www.olx.ba/artikal/31304745/namjesten-stan-hrasno/,[IZDAVANJE] Namješten stan Hrasno,380 KM,Novo Sarajevo,43.84589,18.381409,75,Trosoban (3),Triglavska,2000-2009,
https://www.olx.ba/artikal/30290887/stan-hrasnica-kovaci-dva-stana/,[IZDAVANJE] Stan Hrasnica - Kovaci / dva stana,PO DOGOVORU,Ilidža,43.800959,18.302883,65,Dvosoban (2),Stari drum 115,,
https://www.olx.ba/artikal/31304121/stan-sarajevo-centar-info-br-plus387-61-539-042/,[IZDAVANJE] Stan Sarajevo - Centar Info br: +387 61 539 042,500 KM,Sarajevo - Centar,,,28,Jednosoban (1),Jadranska 9,1980-1989,
https://www.olx.ba/artikal/31303867/stan-sarajevo-stari-grad/,[IZDAVANJE] Stan Sarajevo-Stari Grad,700 KM,Stari Grad,43.862458,18.427291,50,Dvosoban (2),Karpuzova 6,,
https://www.olx.ba/artikal/31303687/stan-hrasno/,[IZDAVANJE] Stan Hrasno,480 KM,Novo Sarajevo,43.849047,18.384049,39,Jednosoban (1),Trg Heroja,,
https://www.olx.ba/artikal/23922356/izdajem-stan-stup-dnevno/,[IZDAVANJE] IZDAJEM STAN STUP DNEVNO,170 KM,Ilidža,43.831406,18.300211,56,Dvosoban (2),STUPSKA,Novogradnja,Sjever
https://www.olx.ba/artikal/17682270/izdajem-stan-u-centru-dnevno/,[IZDAVANJE] IZDAJEM STAN U CENTRU DNEVNO,65 KM,Sarajevo - Centar,43.856259,18.413076,73,Trosoban (3),DOLINA,1960-1969,Sjever
https://www.olx.ba/artikal/31166984/stan-centar-visnjik-sarajevo/,[IZDAVANJE] STAN CENTAR VIŠNJIK SARAJEVO,350 KM,Sarajevo - Centar,43.86652,18.419874,48,Dvosoban (2),Višnjik 44,1960-1969,Jugoistok
https://www.olx.ba/artikal/17422548/izdajem-stan-opremljen/,[IZDAVANJE] IZDAJEM STAN OPREMLJEN,1.500 KM,Sarajevo - Centar,43.856259,18.413076,90,Trosoban (3),DANIJELA OZME,2010+,Sjever
https://www.olx.ba/artikal/18566000/izdajem-stan-u-strogom-centru/,[IZDAVANJE] IZDAJEM STAN U STROGOM CENTRU,500 KM,Sarajevo - Centar,43.856259,18.413076,38,Jednoiposoban (1.5),MIS IRBINA,1960-1969,Sjeveroistok
https://www.olx.ba/artikal/17522659/izdajem-stan-kasindolska-dnevno/,[IZDAVANJE] IZDAJEM STAN KASINDOLSKA DNEVNO,135 KM,Ilidža,43.831406,18.300211,140,Četverosoban (4),UL. KASINDOLSKA,Novogradnja,Sjeveroistok
https://www.olx.ba/artikal/29777066/izdajem-stan-alipasino-b-faza/,[IZDAVANJE] IZDAJEM STAN ALIPASINO B FAZA,500 KM,"Sarajevo, Novi Grad",43.848115,18.345769,65,Trosoban (3),ALIPASINO,,
https://www.olx.ba/artikal/19956317/izdajem-stan-u-centru-marin-dvor-2/,[IZDAVANJE] IZDAJEM STAN U CENTRU MARIN DVOR 2,800 KM,Sarajevo - Centar,43.856259,18.413076,120,Trosoban (3),Tesanjska,1980-1989,Jugoistok
https://www.olx.ba/artikal/19966338/izdajem-stan-u-centru-cobanija/,[IZDAVANJE] IZDAJEM STAN U CENTRU COBANIJA,450 KM,Sarajevo - Centar,43.862571,18.412218,50,Dvosoban (2),COBANIJA,1980-1989,Sjever
https://www.olx.ba/artikal/18673097/izdajem-stan-ilidza/,[IZDAVANJE] IZDAJEM STAN ILIDZA,PO DOGOVORU,Ilidža,43.831406,18.300211,40,Jednoiposoban (1.5),SOKOLOVIĆ KOLONIJA,Novogradnja,Sjeveroistok
https://www.olx.ba/artikal/23299745/izdajem-vojnicko-stan/,[IZDAVANJE] IZDAJEM VOJNIČKO STAN,600 KM,Ilidža,43.831406,18.300211,73,Trosoban (3),SENADA MANDICA DENDE,Novogradnja,Sjever
https://www.olx.ba/artikal/13832602/izdajem-stan-trosoban-stari-grad/,[IZDAVANJE] IZDAJEM STAN TROSOBAN STARI GRAD,600 KM,Stari Grad,43.857681,18.43239,100,Trosoban (3),ALIFAKOVAC,1980-1989,Sjever
https://www.olx.ba/artikal/17556616/izdajem-dnevno-ilidza-dvosoban-opremljen-stan/,[IZDAVANJE] IZDAJEM DNEVNO ILIDZA DVOSOBAN OPREMLJEN STAN,80 KM,Ilidža,43.831406,18.300211,50,Dvosoban (2),BOSANSKIH GAZIJA,2010+,Sjever
https://www.olx.ba/artikal/29777378/izdajem-stan-centru/,[IZDAVANJE] IZDAJEM STAN CENTRU,550 KM,Sarajevo - Centar,43.856259,18.413076,44,Jednoiposoban (1.5),MUSALA,1970-1979,Sjeveroistok
https://www.olx.ba/artikal/18019346/izdajem-stan-dvoiposoban/,[IZDAVANJE] IZDAJEM STAN DVOIPOSOBAN,400 KM,Sarajevo - Centar,43.856259,18.413076,65,Trosoban (3),BUDAKOVICI,Novogradnja,Sjever
https://www.olx.ba/artikal/29657208/stan-u-porodicnoj-kuci/,[IZDAVANJE] Stan u porodičnoj kući,PO DOGOVORU,Ilidža,43.831406,18.300211,100,Trosoban (3),,,
https://www.olx.ba/artikal/30896159/izdajem-ili-prodajem-stan-u-starom-gradu-110-kvadrata/,[IZDAVANJE] IZDAJEM ili PRODAJEM STAN U STAROM GRADU 110 KVADRATA,PO DOGOVORU,Stari Grad,43.857563,18.429914,110,Trosoban (3),"OBALA ISA-BEGA ISHAKOVIĆA3/II,SARAJEVO",,
https://www.olx.ba/artikal/29920454/stan-iznajmljivanje/,[ZAVRŠENO] Stan iznajmljivanje,300 KM,"Sarajevo, Novi Grad",43.847679,18.370833,53,Dvosoban (2),Gradačačka 138,,
https://www.olx.ba/artikal/31295819/dvosoban-stan-u-aleji-lipa/,[IZDAVANJE] Dvosoban stan u Aleji Lipa,400 KM,Novo Sarajevo,43.850873,18.383244,56,Dvosoban (2),Aleja Lipa 57,,Istok
https://www.olx.ba/artikal/31146833/stan-u-hrasnom/,[IZDAVANJE] Stan u Hrasnom,350 KM,Novo Sarajevo,43.850466,18.382005,64,Trosoban (3),Aleja Lipa 46,Novogradnja,
https://www.olx.ba/artikal/31292912/izdajem-namjesten-stan-sarajevo-novi-grad/,[IZDAVANJE] Izdajem namješten stan Sarajevo-Novi Grad,800 KM,"Sarajevo, Novi Grad",43.84407,18.372423,87,Trosoban (3),,,
https://www.olx.ba/artikal/27655548/stan-na-dan-i-vise-grbavica-extra/,[IZDAVANJE] STAN NA DAN I VIŠE GRBAVICA EXTRA,PO DOGOVORU,Novo Sarajevo,43.850594,18.39703,140,Četverosoban (4),,,
https://www.olx.ba/artikal/31292618/stan-tibra-2/,[IZDAVANJE] Stan Tibra 2,350 KM,Ilidža,,,31,Garsonjera,,,
https://www.olx.ba/artikal/31292579/stan-sarajevo-novi-grad/,[IZDAVANJE] Stan Sarajevo-Novi Grad,PO DOGOVORU,"Sarajevo, Novi Grad",,,60,Dvosoban (2),,,
https://www.olx.ba/artikal/31290914/prostor-izdaje-petosoban-stan-stari-grad/,"[IZDAVANJE] PROSTOR izdaje: Petosoban stan, Stari Grad",1.300 KM,Stari Grad,43.858099,18.431854,170,Četverosoban (4),Obala Isa-bega Ishakovića,1970-1979,
https://www.olx.ba/artikal/31290608/prostor-izdaje-dvosoban-stan-dobrinja/,"[IZDAVANJE] PROSTOR izdaje: Dvosoban stan, Dobrinja",350 KM,"Sarajevo, Novi Grad",43.823432,18.352182,50,Dvosoban (2),Vahide Maglajlić,1980-1989,
https://www.olx.ba/artikal/28485280/iznajmljivanje-stan-grbavica/,[IZDAVANJE] Iznajmljivanje stan grbavica,450 KM,Novo Sarajevo,43.849441,18.393941,55,Dvosoban (2),,,
https://www.olx.ba/artikal/30904608/dvosoban-stan-sa-privatnim-parkingom-cengic-vila-1/,"[IZDAVANJE] Dvosoban stan sa privatnim parkingom, Čengić Vila 1",PO DOGOVORU,"Sarajevo, Novi Grad",43.852723,18.372266,57,Dvosoban (2),Nedima Filipovića,,
https://www.olx.ba/artikal/22666409/trosoban-namjesten-stan-kosevska-hills/,"[IZDAVANJE] Trosoban namješten stan, Koševska Hills",2.000 KM,Sarajevo - Centar,43.868581,18.415608,140,Trosoban (3),Bolnička,,
https://www.olx.ba/artikal/25774400/sigenx-izdaje-trosoban-stan-na-grbavici/,[IZDAVANJE] Sigenx izdaje : Trosoban stan na Grbavici,600 KM,Novo Sarajevo,43.850068,18.390722,85,Trosoban (3),Behdžeta Mutevelića,,
https://www.olx.ba/artikal/29607897/megafrost-izdaje-trosoban-stan-u-kuci-kosevsko-brdo/,"[IZDAVANJE] MEGAFROST izdaje: Trosoban stan u kući, Koševsko Brdo...",350 KM,Sarajevo - Centar,43.870097,18.406639,80,Trosoban (3),Jukićeva,1980-1989,
https://www.olx.ba/artikal/30110446/stan-ilidza-grand-centar-dvosoban-600-km/,"[IZDAVANJE] Stan Ilidža,Grand centar,dvosoban-600 KM",600 KM,Ilidža,43.831406,18.300211,55,Dvosoban (2),Grand Centar-Butmirska cesta,,
https://www.olx.ba/artikal/31283532/stan-grbavica-53-kvadrata/,[IZDAVANJE] Stan Grbavica 53 kvadrata!,350 KM,Novo Sarajevo,43.848706,18.390786,53,Dvosoban (2),Behdžeta Mutevelića,,
https://www.olx.ba/artikal/30554846/stan-ilidza-gasprom-pumpa-74m2-500km/,"[IZDAVANJE] Stan Ilidža,Gasprom pumpa,74m2,500KM",500 KM,Ilidža,43.835431,18.320947,74,Trosoban (3),Stupska,,
https://www.olx.ba/artikal/29792623/stan-dvoetazni-s-kolonija-80m2-850-km/,"[IZDAVANJE] Stan,dvoetazni,S.Kolonija-80m2-850 KM",850 KM,Ilidža,43.831406,18.300211,80,Trosoban (3),Huseina  Đoze,,
https://www.olx.ba/artikal/31105144/stan-90-m2-ferhadija-600-km/,[IZDAVANJE] Stan 90 m2 Ferhadija 600 KM,600 KM,Stari Grad,43.859011,18.425202,100,Trosoban (3),Ferhadija,Prije 1950,Jugoistok
https://www.olx.ba/artikal/31287723/prostor-izdaje-trosoban-stan-90m2-marijin-dvor/,"[IZDAVANJE] PROSTOR izdaje: Trosoban stan, 90m2, Marijin Dvor",1.100 KM,Sarajevo - Centar,43.859724,18.408055,90,Trosoban (3),Avde Jabučice,Prije 1950,
https://www.olx.ba/artikal/31287118/prostor-izdaje-dvosoban-stan-novogradnja-cengic-vila/,"[IZDAVANJE] PROSTOR izdaje: dvosoban stan, novogradnja, Čengić Vila",450 KM,Novo Sarajevo,43.854153,18.371238,60,Dvosoban (2),Paromlinska,2000-2009,
https://www.olx.ba/artikal/31282071/jednosoban-namjesten-stan-u-strogom-centru/,[IZDAVANJE] Jednosoban namješten stan u strogom Centru!,400 KM,Sarajevo - Centar,43.856259,18.413076,37,Jednosoban (1),Branilaca Grada 21,,Jugozapad
https://www.olx.ba/artikal/31057956/trosoban-stan-kosevo-centar/,"[IZDAVANJE] Trosoban stan, Koševo, Centar",600 KM,Sarajevo - Centar,43.866791,18.412647,80,Trosoban (3),Patritske lige,1970-1979,Istok
https://www.olx.ba/artikal/31286030/dvosoban-stan-cengic-vila/,[IZDAVANJE] Dvosoban stan Čengić Vila,550 KM,"Sarajevo, Novi Grad",43.851075,18.369648,60,Dvosoban (2),Džemala Bijedića 90,,
https://www.olx.ba/artikal/31285192/stan-breka-centar-sarajevo/,[IZDAVANJE] Stan Breka Centar Sarajevo,350 KM,Sarajevo - Centar,43.872713,18.420243,70,Trosoban (3),Breka,,
https://www.olx.ba/artikal/31284837/jednosoban-stan-na-otoci/,[IZDAVANJE] JEDNOSOBAN STAN NA OTOCI,PO DOGOVORU,"Sarajevo, Novi Grad",43.846897,18.366859,39,Jednosoban (1),BRČANSKA 10,,
https://www.olx.ba/artikal/29599471/stan-u-centru-sarajeva/,[IZDAVANJE] Stan u centru Sarajeva,800 KM,Sarajevo - Centar,43.855322,18.410984,76,Trosoban (3),Kotromanića,Prije 1950,
https://www.olx.ba/artikal/29791420/stan-ilidza/,[IZDAVANJE] Stan Ilidža,250 KM,Ilidža,43.831406,18.300211,65,Trosoban (3),Zuhdije Kadrica 107,Ostalo,
https://www.olx.ba/artikal/30302232/stan-na-dan-sarajevo/,[IZDAVANJE] Stan na dan sarajevo,15 KM,"Sarajevo, Novi Grad",43.855418,18.334785,38,Jednosoban (1),Novogradnja,,
https://www.olx.ba/artikal/31251260/izdajem-dvosoban-stan-studentima/,[IZDAVANJE] Izdajem dvosoban stan studentima,400 KM,Novo Sarajevo,43.849843,18.395507,57,Dvosoban (2),Grbavička,1950-1959,Jug
https://www.olx.ba/artikal/28237816/trosoban-stan-buca-potok-80-m2/,[IZDAVANJE] TROSOBAN STAN BUĆA POTOK 80 m2,400 KM,"Sarajevo, Novi Grad",43.860063,18.35172,80,Trosoban (3),Adema Buće,2000-2009,
https://www.olx.ba/artikal/27764366/trosoban-stan-socijalno-sibica-72-m2/,[IZDAVANJE] TROSOBAN STAN SOCIJALNO ŠIBICA 72 m2,450 KM,Novo Sarajevo,43.853615,18.384596,72,Trosoban (3),Ložionička,,Jugoistok
https://www.olx.ba/artikal/30923313/jednosoban-stan-kod-bbi-35-m2/,[IZDAVANJE] JEDNOSOBAN STAN KOD BBI 35 m2,450 KM,Sarajevo - Centar,43.859094,18.414798,35,Jednosoban (1),Koševo,1970-1979,Zapad
